ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_vir_wp,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,ship_4_x,ship_4_y,ship_4_u,ship_4_psi,ship_4_wp,ship_4_x_pred,ship_4_y_pred,time
275137.65,7046793.58,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049060.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0617284935,7055054.980607902,278360.31,7049311.95,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3668399572,7055846.1341073215,279900.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395350843,7052000.02278998,210
275137.65,7046793.58,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049070.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0611637473,7055064.980607902,278352.49,7049318.19,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36316435604,7055846.136703688,279890.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395351509,7052000.022813141,211
275139.58,7046815.5,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049075.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0608807622,7055069.980606792,278352.49,7049318.19,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36316435604,7055846.136703688,279880.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953516163,7052000.022836346,212
275140.55,7046826.45,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049075.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0608807622,7055069.980606792,278336.87,7049330.68,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3634243039,7055846.136408228,279870.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395352279,7052000.022859606,213
275141.52,7046837.41,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049080.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.06059735676,7055074.980606791,278321.25,7049343.16,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3684489471,7055846.132069496,279850.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395353042,7052000.022906251,214
275142.48,7046848.37,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049090.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.06002932467,7055084.980606791,278321.25,7049343.16,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3684489471,7055846.132069496,279850.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395353042,7052000.022906251,215
275143.45,7046859.32,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049090.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.06002932467,7055084.980606791,278313.43,7049349.4,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3647722152,7055846.134664466,279850.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395353042,7052000.022906251,216
275143.45,7046859.32,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049095.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05974469555,7055089.980606791,278305.62,7049355.65,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3625195013,7055846.1365378015,279830.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953537974,7052000.022953108,217
275145.38,7046881.24,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049100.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05945964245,7055094.980606791,278290.0,7049368.13,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3675431115,7055846.132197549,279800.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395355194,7052000.023023728,218
275146.35,7046892.19,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",1.0,275000.0,7049105.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0591741852,7055099.980606791,278290.0,7049368.13,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3675431115,7055846.132197549,279790.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395355839,7052000.023047358,219
275147.32,7046903.15,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049115.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0586020017,7055109.980606791,278282.18,7049374.37,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3638655745,7055846.134791291,279780.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953564825,7052000.023071053,220
275148.29,7046914.1,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049120.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0583152942,7055114.980606791,278266.56,7049386.86,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36412386596,7055846.134493845,279770.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395356573,7052000.023094775,221
275149.26,7046925.06,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049125.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05802815774,7055119.980606791,278266.56,7049386.86,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36412386596,7055846.134493845,279760.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953572124,7052000.023118559,222
275150.23,7046936.02,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049130.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05774060456,7055124.980606791,278258.75,7049393.1,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.366634987,7055846.132322919,279750.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953573,7052000.023142392,223
275151.19,7046946.97,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049135.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05745263427,7055129.980606791,278258.75,7049393.1,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.366634987,7055846.132322919,279750.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953573,7052000.023142392,224
275152.16,7046957.93,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049135.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05745263427,7055129.980606791,278243.12,7049405.59,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36070342595,7055846.13678859,279740.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395357935,7052000.023166289,225
275152.16,7046957.93,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049145.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.056875423,7055139.98060679,278235.31,7049411.83,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3632141524,7055846.13461711,279730.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953585675,7052000.023190208,226
275154.1,7046979.84,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049150.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05658618687,7055144.98060679,278219.69,7049424.32,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36347174284,7055846.1343183415,279720.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395358651,7052000.023214197,227
275155.07,7046990.8,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049155.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0562965256,7055149.98060679,278219.69,7049424.32,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36347174284,7055846.1343183415,279710.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953592794,7052000.023238228,228
275156.04,7047001.75,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049155.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0562965256,7055149.98060679,278204.06,7049436.8,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3623023392,7055846.134737433,279700.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953599057,7052000.023262304,229
275157.01,7047012.71,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049160.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0560064355,7055154.98060679,278196.25,7049443.05,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36004913406,7055846.136610318,279690.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395359984,7052000.023286449,230
275157.98,7047023.66,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049170.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05542498024,7055164.98060679,278196.25,7049443.05,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36004913406,7055846.136610318,279680.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953606065,7052000.023310615,231
275158.95,7047034.62,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049180.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05484181474,7055174.98060679,278188.44,7049449.29,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.3625591226,7055846.134437803,279670.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953612264,7052000.02333485,232
275159.92,7047045.58,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049180.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05484181474,7055174.98060679,278180.63,7049455.53,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36506882455,7055846.132265212,279660.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953613003,7052000.023359127,233
275160.89,7047056.53,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049185.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0545495806,7055179.98060679,278172.82,7049461.78,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36281590693,7055846.134137798,279650.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953619156,7052000.023383472,234
275161.86,7047067.49,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049190.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0542569232,7055184.98060679,278165.01,7049468.02,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36532549054,7055846.131964887,279650.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953619156,7052000.023383472,235
275162.83,7047078.44,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049190.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0542569232,7055184.98060679,278157.2,7049474.26,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36783471145,7055846.129791958,279630.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953631414,7052000.023432273,236
275163.8,7047089.4,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049200.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0536703162,7055194.98060679,278157.2,7049474.26,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36783471145,7055846.129791958,279630.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953631414,7052000.023432273,237
275164.77,7047100.35,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049200.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0536703162,7055194.98060679,278141.57,7049486.75,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36190005584,7055846.134253638,279610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953638155,7052000.023481299,238
275164.77,7047100.35,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",1.0,275000.0,7049205.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0533763548,7055199.98060679,278141.57,7049486.75,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36190005584,7055846.134253638,279610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953638155,7052000.023481299,239
275166.71,7047122.26,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049210.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05308196583,7055204.98060679,278133.76,7049492.99,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36440905574,7055846.132079944,279610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03953638155,7052000.023481299,240
275167.69,7047133.22,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049215.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.052787139,7055209.98060679,278125.95,7049499.24,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36215589446,7055846.1339524705,279590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395364483,7052000.023530525,241
275168.66,7047144.17,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049220.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05249187985,7055214.98060679,278102.52,7049517.97,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36491992144,7055846.131477084,279580.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395365084,7052000.0235552285,242
275169.63,7047155.13,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049230.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05190003826,7055224.98060679,278102.52,7049517.97,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36491992144,7055846.131477084,279580.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395365084,7052000.0235552285,243
275170.6,7047166.09,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049230.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.05190003826,7055224.98060679,278102.52,7049517.97,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.36491992144,7055846.131477084,279570.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395365683,7052000.023579954,244
275170.6,7047166.09,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049235.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0516034588,7055229.98060679,278086.89,7049530.46,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.35898377537,7055846.135936783,279540.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395366927,7052000.02365451,245
275172.54,7047188.0,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049240.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0513064433,7055234.98060679,278086.89,7049530.46,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.35898377537,7055846.135936783,279530.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395367517,7052000.023679457,246
275173.51,7047198.95,11.0,1.48,"[[274962, 7045017, 11.0], [275212, 7047967, 11.0], [276162, 7051517, 11.0], [275462, 7052217, 11.0], [275512, 7054517, 11.0], [274962, 7055067, 11.0], [274962, 7057817, 11.0]]","[[275000, 7044500, 11.0], [275000, 7060000, 11.0]]",0.0,275000.0,7049250.0,5.0,1.57,"[[275000, 7048000, 5.0], [275000, 7056000, 5.0]]",275000.0507110793,7055244.98060679,278086.89,7049530.46,10.0,2.47,"[[280000, 7048000, 10.0], [270000, 7056000, 10.0]]",270192.35898377537,7055846.135936783,279530.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395367517,7052000.023679457,247
