ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_vir_wp,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277500.0,7046000.0,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.67913237034,7055784.846586392,281990.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395276794,7052000.018800833,0
275000.0,7044500.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277496.25,7046009.27,10.0,1.95,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.70880310325,7055784.82572049,281980.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952771676,7052000.018816593,1
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277488.76,7046027.82,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.74067642505,7055784.820481426,281960.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952779114,7052000.018848181,2
275000.0,7044520.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277485.01,7046037.09,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.770494773,7055784.799532324,281950.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395278281,7052000.018864031,3
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277481.25,7046046.35,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8021083755,7055784.774428352,281950.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395278281,7052000.018864031,4
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277481.25,7046046.35,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8021083755,7055784.774428352,281950.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395278281,7052000.018864031,5
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277477.48,7046055.61,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8315984015,7055784.753209585,281940.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395277974,7052000.018879904,6
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",1.0,277473.69,7046064.87,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8567823793,7055784.739794564,281920.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952787083,7052000.018911693,7
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277469.89,7046074.12,10.0,1.96,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.88375561975,7055784.722230654,281910.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952790744,7052000.018927655,8
275000.0,7044580.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277466.06,7046083.36,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.8839036067,7055784.737370965,281900.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952794394,7052000.018943616,9
275000.0,7044590.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277458.34,7046101.8,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.93537888536,7055784.700951393,281890.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395279803,7052000.018959623,10
275000.0,7044600.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277458.34,7046101.8,10.0,1.97,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.93537888536,7055784.700951393,281880.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395280166,7052000.018975653,11
275000.0,7044610.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277450.51,7046120.21,10.0,1.98,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9522248592,7055784.708951635,281870.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952805273,7052000.018991703,12
275000.0,7044620.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277450.51,7046120.21,10.0,1.98,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9522248592,7055784.708951635,281860.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952808876,7052000.019007778,13
275000.0,7044630.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277442.56,7046138.56,10.0,1.98,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9890303879,7055784.690234101,281850.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395281247,7052000.019023894,14
275000.0,7044640.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277438.54,7046147.72,10.0,1.99,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.98272170685,7055784.708406603,281840.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395280933,7052000.019040036,15
274999.99,7044650.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277438.54,7046147.72,10.0,1.99,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.98272170685,7055784.708406603,281830.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039528129,7052000.019056199,16
274999.98,7044660.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277434.49,7046156.86,10.0,1.99,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9985149516,7055784.700307417,281810.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395282001,7052000.0190885905,17
274999.97,7044670.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277434.49,7046156.86,10.0,1.99,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9985149516,7055784.700307417,281810.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395282001,7052000.0190885905,18
274999.95,7044680.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",1.0,277426.29,7046175.1,10.0,2.0,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0049336451,7055784.70956407,281800.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395282355,7052000.019104844,19
274999.95,7044680.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277426.29,7046175.1,10.0,2.0,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0049336451,7055784.70956407,281800.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395282355,7052000.019104844,20
274999.91,7044700.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277417.97,7046193.29,10.0,2.0,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.02382993116,7055784.7072751755,281780.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952830593,7052000.019137417,21
274999.91,7044700.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277417.97,7046193.29,10.0,2.0,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.02382993116,7055784.7072751755,281760.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395283759,7052000.0191701,22
274999.84,7044720.0,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277409.53,7046211.42,10.0,2.01,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0227425073,7055784.718677319,281760.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395283759,7052000.0191701,23
274999.8,7044730.0,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277409.53,7046211.42,10.0,2.01,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0227425073,7055784.718677319,281760.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395283759,7052000.0191701,24
274999.76,7044740.0,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277405.27,7046220.47,10.0,2.01,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0279967163,7055784.720582974,281740.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952844534,7052000.019202895,25
274999.76,7044740.0,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277405.27,7046220.47,10.0,2.01,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0279967163,7055784.720582974,281740.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952844534,7052000.019202895,26
274999.66,7044760.0,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277400.98,7046229.5,10.0,2.02,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.01898682874,7055784.7294668015,281720.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395285144,7052000.019235801,27
274999.6,7044770.0,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277392.31,7046247.53,10.0,2.02,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.02413754055,7055784.735854285,281720.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395285144,7052000.019235801,28
274999.54,7044780.0,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277392.31,7046247.53,10.0,2.02,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.02413754055,7055784.735854285,281710.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395285487,7052000.0192523,29
274999.48,7044790.0,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277387.94,7046256.52,10.0,2.03,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0150774708,7055784.740390377,281690.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395285508,7052000.019285387,30
274999.42,7044799.99,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277383.55,7046265.5,10.0,2.03,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0193398955,7055784.737030353,281680.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395285848,7052000.019301973,31
274999.35,7044809.99,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277379.13,7046274.47,10.0,2.03,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.02095901774,7055784.737397144,281680.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395285848,7052000.019301973,32
274999.29,7044819.99,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277370.22,7046292.38,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0094170826,7055784.746079934,281660.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952865256,7052000.019335217,33
274999.22,7044829.99,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277361.24,7046310.25,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0094374449,7055784.745451267,281650.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952868626,7052000.019351894,34
274999.16,7044839.99,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277361.24,7046310.25,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0094374449,7055784.745451267,281640.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952871985,7052000.019368571,35
274999.09,7044849.99,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277361.24,7046310.25,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0094374449,7055784.745451267,281640.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952871985,7052000.019368571,36
274999.03,7044859.99,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277356.72,7046319.17,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.00875751424,7055784.74484384,281630.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952875326,7052000.0193853155,37
274999.03,7044859.99,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277352.19,7046328.08,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.00980558357,7055784.740120937,281620.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395287866,7052000.019402061,38
274998.9,7044879.98,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",1.0,277347.63,7046336.99,10.0,2.04,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272608.0042826216,7055784.747153411,281610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952881985,7052000.019418848,39
274998.84,7044889.98,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277343.07,7046345.88,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9979239817,7055784.740441137,281590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039528886,7052000.019452494,40
274998.78,7044899.98,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277333.9,7046363.66,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.99158026266,7055784.741941233,281590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039528886,7052000.019452494,41
274998.72,7044909.98,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277333.9,7046363.66,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.99158026266,7055784.741941233,281590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039528886,7052000.019452494,42
274998.67,7044919.98,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277324.69,7046381.41,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.988216412,7055784.734997297,281560.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395289843,7052000.019503196,43
274998.67,7044919.98,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277324.69,7046381.41,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.988216412,7055784.734997297,281550.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395290168,7052000.019520164,44
274998.57,7044939.98,10.0,1.58,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277324.69,7046381.41,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.988216412,7055784.734997297,281550.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395290168,7052000.019520164,45
274998.53,7044949.97,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277320.07,7046390.28,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.98520186683,7055784.73337853,281540.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952904925,7052000.019537154,46
274998.53,7044949.97,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277310.81,7046408.01,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9786958329,7055784.72992661,281520.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952911374,7052000.019571223,47
274998.45,7044969.97,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277310.81,7046408.01,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9786958329,7055784.72992661,281520.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952911374,7052000.019571223,48
274998.43,7044979.97,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277306.17,7046416.86,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9791210458,7055784.720057207,281510.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395291458,7052000.019588296,49
274998.43,7044979.97,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277301.52,7046425.72,10.0,2.05,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.97343335307,7055784.7221340835,281500.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952917777,7052000.019605404,50
274998.38,7044999.97,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277292.21,7046443.42,10.0,2.06,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9603207815,7055784.713679515,281480.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952924133,7052000.019639699,51
274998.37,7045009.97,10.0,1.57,"[[274962, 7044967, 10.0], [275162, 7050667, 10.0], [275762, 7051517, 10.0], [274962, 7052317, 10.0], [274962, 7056617, 10.0]]","[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",0.0,277292.21,7046443.42,10.0,2.06,"[[277500, 7046000, 10.0], [272500, 7056000, 10.0]]",272607.9603207815,7055784.713679515,281480.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952924133,7052000.019639699,52
