ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,time
274999.94,7044745.26,8.78,1.57,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273087.23,7046266.06,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276880.08446566435,7057640.305631604,281710.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395285487,7052000.0192523,26
274999.86,7044762.72,8.59,1.58,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273090.39,7046275.55,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276883.2477770573,7057649.794528456,281700.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952858294,7052000.019268821,27
274999.81,7044771.31,8.51,1.58,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273096.7,7046294.53,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276889.5731598385,7057668.769399532,281680.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395285848,7052000.019301973,28
274999.74,7044779.82,8.43,1.58,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273099.86,7046304.02,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276892.7364942447,7057678.258287775,281670.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952861874,7052000.019318583,29
274999.67,7044788.25,8.37,1.58,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273103.03,7046313.5,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276895.89815564424,7057687.741068474,281660.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952865256,7052000.019335217,30
274999.59,7044796.61,8.31,1.58,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273103.03,7046313.5,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276895.89815564424,7057687.741068474,281660.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952865256,7052000.019335217,31
274999.59,7044796.61,8.31,1.58,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273109.36,7046332.47,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276902.22313484416,7057706.712741899,281640.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952871985,7052000.019368571,32
274999.39,7044813.17,8.2,1.58,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273115.7,7046351.44,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276908.5493103601,7057725.687350329,281620.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395287866,7052000.019402061,33
274999.27,7044821.38,8.16,1.59,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273115.7,7046351.44,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276908.5493103601,7057725.687350329,281610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952881985,7052000.019418848,34
274999.15,7044829.54,8.12,1.59,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273115.7,7046351.44,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276908.5493103601,7057725.687350329,281610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952881985,7052000.019418848,35
274999.15,7044829.54,8.12,1.59,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273118.87,7046360.93,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276911.7138473523,7057735.179172237,281610.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952881985,7052000.019418848,36
274998.87,7044845.74,8.05,1.59,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273122.04,7046370.41,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276914.87544079806,7057744.661974348,281590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039528886,7052000.019452494,37
274998.71,7044853.79,8.03,1.59,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,0.0,273125.22,7046379.89,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276918.03821173526,7057754.1477181595,281590.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.039528886,7052000.019452494,38
274998.55,7044861.82,8.0,1.59,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",275016.7501295585,7054241.428319136,1.0,273128.39,7046389.38,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.20270959876,7057763.639552323,281580.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952891886,7052000.019469371,39
274998.37,7044869.82,7.98,1.59,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273131.57,7046398.86,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.20279205317,7057763.6386000635,281580.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952891886,7052000.019469371,40
274998.19,7044877.79,7.96,1.59,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273134.75,7046408.34,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.2028752704,7057763.637648175,281560.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.0395289843,7052000.019503196,41
274998.0,7044885.74,7.94,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273141.1,7046427.3,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.2018586036,7057763.632803574,281540.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952904925,7052000.019537154,42
274997.8,7044893.68,7.92,1.6,"[[274962, 7045067, 8.0], [274962, 7056667, 10.0]]",274821.0645483525,7054391.2822156865,0.0,273141.1,7046427.3,10.0,1.25,"[[273000, 7046000, 10.0], [277000, 7058000, 10.0]]",276921.2018586036,7057763.632803574,281540.0,7052000.0,10.0,3.14,"[[282000, 7052000, 10.0], [270000, 7052000, 10.0]]",270240.03952904925,7052000.019537154,43
